district_name,real_estate_area,real_estate_age,total_rooms,price,price_per_meter,real_estate_agencey,floor,elevator,parking,warehouse,units_per_floor,document,building_direction,unit_status,facilities
اقدسیه,۱۲۰,۱۴۰۲,۲,۱۸٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱۵۰٬۰۰۰٬۰۰۰ تومان,,۴ از ۶,True,True,True,۲,تک‌برگ,شمالی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش شوفاژ"
تهران‌سر,۹۶,۱۳۹۹,۲,۶٬۳۰۰٬۰۰۰٬۰۰۰ تومان,۶۵٬۶۲۵٬۰۰۰ تومان,مشاورین املاک آراد,۱,True,True,True,,,,,
کرمان,۲۹,۱۳۹۵,۱,۱٬۹۰۰٬۰۰۰٬۰۰۰ تومان,۶۵٬۵۱۷٬۰۰۰ تومان,گروه بزرگ کوچ,۱ از ۴,,,True,۱,,شمالی,بازسازی شده,"آسانسور ندارد,پارکینگ ندارد,انباری,بالکن ندارد,جنس کف سرامیک,سرویس بهداشتی ایرانی,سرمایش کولر آبی,گرمایش بخاری"
دولتخواه,۶۵,۱۴۰۱,۱,۱٬۳۰۰٬۰۰۰٬۰۰۰ تومان,۲۰٬۰۰۰٬۰۰۰ تومان,,۴ از ۶,True,,True,۴,قول‌نامه‌ای,شمالی,,"آسانسور,پارکینگ ندارد,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی,سرمایش کولر آبی,گرمایش شوفاژ"
کوی فردوس,,,,۵۲٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۲۰۰٬۰۰۰٬۰۰۰ تومان,بزرگ دیپلمات,,,,,,,,,
سعادت‌آباد,۲۳۳,۱۴۰۲,۳,۸۱٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۳۴۷٬۶۳۹٬۰۰۰ تومان,گروه مشاورين املاک يوسفيان,۴,True,True,True,,,,,
پونک,۷۶,۱۳۹۰,۲,۷٬۷۰۰٬۰۰۰٬۰۰۰ تومان,۱۰۱٬۳۱۶٬۰۰۰ تومان,املاک کریمان,۲ از ۴,,True,True,۲,تک‌برگ,جنوبی,بازسازی شده,"آسانسور ندارد,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
چیتگر,۵۵,۱۴۰۲,۱,۸۰۰٬۰۰۰٬۰۰۰ تومان,۱۴٬۵۴۵٬۰۰۰ تومان,,۱۸ از ۲۲,True,True,True,۸,تک‌برگ,جنوبی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف کف‌پوش PVC,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش داکت اسپلیت"
دارآباد,۷۰,۱۳۹۷,۱,۹٬۹۰۰٬۰۰۰٬۰۰۰ تومان,۱۴۱٬۴۲۹٬۰۰۰ تومان,شایگان وی آی پی,۲,True,True,True,,,,,
بریانک,۶۰,۱۳۸۷,۲,۲٬۶۵۰٬۰۰۰٬۰۰۰ تومان,۴۴٬۱۶۷٬۰۰۰ تومان,املاک وی آی پی  پاسارگاد,۲ از ۴,,True,True,۲,تک‌برگ,جنوبی,بازسازی شده,"آسانسور ندارد,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی,سرمایش کولر آبی,گرمایش بخاری"
اندیشه (شهر زیبا),۴۴,۱۳۹۲,۱,۱٬۰۱۰٬۰۰۰٬۰۰۰ تومان,۲۲٬۹۵۵٬۰۰۰ تومان,آپادانا,۳ از ۳,,True,True,۳,تک‌برگ,جنوبی,بازسازی شده,"آسانسور ندارد,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی,سرمایش کولر آبی,گرمایش بخاری"
قیطریه,۲۳۰,۱۴۰۲,۳,۵۳٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۲۳۰٬۴۳۵٬۰۰۰ تومان,ملکپرداز    *کانون اطلاعات ملکی*,۶ از ۶,True,True,True,۲,تک‌برگ,شمالی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش داکت اسپلیت"
نیاوران,۱۹۵,۱۴۰۲,۳,۴۶٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۲۳۸٬۴۶۲٬۰۰۰ تومان,کلید,۲,True,True,True,,,,,
کوی مهران,۱۷۰,۱۴۰۱,۳,۲۵٬۳۰۰٬۰۰۰٬۰۰۰ تومان,۱۴۸٬۸۲۴٬۰۰۰ تومان,مجموعه بزرگ بارمان,۳ از ۷,True,True,True,۷,تک‌برگ,جنوبی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف پارکت لمینت,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش داکت اسپلیت"
یوسف‌آباد,۸۵,۱۳۷۳,۳,۸٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۹۶٬۴۷۱٬۰۰۰ تومان,دپارتمان مهندسین و مشاورین املاک کارن,۳,,True,True,,,,,
نیاوران,,,,۱۳۵٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۳۷۵٬۰۰۰٬۰۰۰ تومان,کلید,,,,,,,,,
عباس‌آباد,۱۱۵,۱۴۰۲,۲,۱۶٬۷۰۰٬۰۰۰٬۰۰۰ تومان,۱۴۵٬۲۱۷٬۰۰۰ تومان,ایوان سهروردی,۳ از ۵,True,True,True,۲,تک‌برگ,شمالی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش داکت اسپلیت"
چیتگر,۱۵۰,۱۴۰۲,۳,۹۷۵٬۰۰۰٬۰۰۰ تومان,۶٬۵۰۰٬۰۰۰ تومان,,۱۸ از ۲۲,True,True,True,۸,تک‌برگ,جنوبی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش داکت اسپلیت"
تهرانپارس غربی,۱۵۰,۱۴۰۲,۳,۶٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۴۰٬۰۰۰٬۰۰۰ تومان,,۲,True,True,True,,تک‌برگ,,,"آسانسور,پارکینگ"
شهرک پرواز,۱۳۰,۱۳۹۳,۳,۱۳٬۲۵۰٬۰۰۰٬۰۰۰ تومان,۱۰۱٬۹۲۳٬۰۰۰ تومان,مجموعه بزرگ بارمان,۴ از ۵,True,True,True,۱,تک‌برگ,شمالی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
استاد معین,۵۵,۱۳۹۶,۱,۳٬۳۰۰٬۰۰۰٬۰۰۰ تومان,۶۰٬۰۰۰٬۰۰۰ تومان,املاک سعید,۱,True,,,,,,,
شهرک راه‌آهن,۱۱۰,۱۴۰۲,۲,۱٬۷۶۰٬۰۰۰٬۰۰۰ تومان,۱۶٬۰۰۰٬۰۰۰ تومان,دفتر فروش مرکزی,۱۲,True,True,True,,,,,
کامرانیه,۱۵۵,۱۳۹۶,۳,۳۳٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۲۱۲٬۹۰۳٬۰۰۰ تومان,کلید,۳ از ۵,True,True,True,۱,تک‌برگ,جنوبی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ"
میرداماد,۱۵۸,۱۳۸۷,۳,۱۹٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۱۲۳٬۴۱۸٬۰۰۰ تومان,املاک دی,۳ از ۵,True,True,True,۱,تک‌برگ,شمالی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف پارکت لمینت,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر گازی,گرمایش شوفاژ"
دکتر هوشیار,۶۰,۱۳۹۵,۲,۴٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۶۶٬۶۶۷٬۰۰۰ تومان,گروه مهندسی و مشاور املاک سامیار,۵ از ۵,True,True,True,۳,تک‌برگ,جنوبی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی,سرمایش کولر آبی,گرمایش شوفاژ"
چیتگر,۱۳۰,۱۴۰۲,۲,۹۵۰٬۰۰۰٬۰۰۰ تومان,۷٬۳۰۸٬۰۰۰ تومان,دفتر فروش مرکزی,۱۲ از ۱۲,True,True,True,۴,تک‌برگ,جنوبی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش داکت اسپلیت"
الهیه,,,,۵۷۵٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۵۷۵٬۰۰۰٬۰۰۰ تومان,املاک آدرس,,,,,,,,,
مبارک‌آباد بهشتی,۸۵,۱۴۰۲,۲,۲٬۵۵۰٬۰۰۰٬۰۰۰ تومان,۳۰٬۰۰۰٬۰۰۰ تومان,🛑(آینده)  🛑(کهریزک درشهرری) باقرشهر،تهران،ری,۳,True,True,True,,,,,
افسریه,۷۴,۱۴۰۲,۲,۵٬۱۰۰٬۰۰۰٬۰۰۰ تومان,۶۸٬۹۱۹٬۰۰۰ تومان,,۴ از ۸,True,True,True,۲,تک‌برگ,جنوبی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی,گرمایش شوفاژ"
شهرک راه‌آهن,,۱۳۸۰,,۵۲٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۹۶٬۲۹۶٬۰۰۰ تومان,محمد,,,True,True,,تک‌برگ,جنوبی,,"پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
چیتگر,۷۵,۱۴۰۲,۲,۶٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۸۰٬۰۰۰٬۰۰۰ تومان,,۸ از ۲۱,True,True,True,۲,تک‌برگ,جنوبی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف پارکت لمینت,سرویس بهداشتی ایرانی و فرنگی,سرمایش اسپلیت,گرمایش اسپلیت"
یوسف‌آباد,۱۲۴,۱۳۹۶,۲,۱۳٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۱۰۸٬۸۷۱٬۰۰۰ تومان,,۱,True,True,True,,,,,
الهیه,۲۵۰,۱۴۰۲,۳,۶۹٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۲۷۶٬۰۰۰٬۰۰۰ تومان,املاک کبیر,۳ از ۶,True,True,True,۲,تک‌برگ,جنوبی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی"
میرداماد,۱۰۸,۱۴۰۰,۲,۲۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱۸۵٬۱۸۵٬۰۰۰ تومان,گروه مشاورین رایزن سازه خانه شما,۴,True,True,True,,,,,
آجودانیه,۱۵۱,۱۳۸۹,۳,۳۱٬۹۸۰٬۰۰۰٬۰۰۰ تومان,۲۱۱٬۷۸۸٬۰۰۰ تومان,هلدینگ سفیر,۱ از ۵,True,True,True,۳,تک‌برگ,جنوبی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش داکت اسپلیت"
یوسف‌آباد,۱۵۴,۱۳۹۵,۳,۲۱٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۱۳۷٬۶۶۲٬۰۰۰ تومان,املاک ۲۷ کردستان,۳ از ۵,True,True,True,۲,تک‌برگ,جنوبی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش داکت اسپلیت"
میرداماد,۸۰,۱۳۹۷,۲,۱۰٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۱۲۷٬۵۰۰٬۰۰۰ تومان,البرز میرداماد,۱,True,True,True,,تک‌برگ,,,"آسانسور,پارکینگ,انباری"
جنت‌آباد جنوبی,۸۷,۱۳۹۷,۲,۷٬۲۵۰٬۰۰۰٬۰۰۰ تومان,۸۳٬۳۳۳٬۰۰۰ تومان,گروه بزرگ والیان,۵,True,True,True,,,,,
دولت‌آباد,۹۰,۱۴۰۲,۲,۴٬۷۷۰٬۰۰۰٬۰۰۰ تومان,۵۳٬۰۰۰٬۰۰۰ تومان,رایان,۳ از ۴,True,True,,۱,,شمالی,,"آسانسور,پارکینگ,انباری ندارد,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر گازی,گرمایش شوفاژ"
تهرانپارس غربی,۶۵,۱۴۰۱,۲,۶٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۹۵٬۳۸۵٬۰۰۰ تومان,املاک سام,۴ از ۳,True,True,True,۵,تک‌برگ,جنوبی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر گازی,گرمایش شوفاژ"
سازمان برنامه,۸۰,۱۳۹۲,۲,۷٬۳۰۰٬۰۰۰٬۰۰۰ تومان,۹۱٬۲۵۰٬۰۰۰ تومان,املاک بزرگ ارگ نوین,۴ از ۵,True,True,True,۵,تک‌برگ,شمالی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
نیاوران,۸۷,۱۴۰۲,۲,۲٬۱۰۰٬۰۰۰٬۰۰۰ تومان,۲۴٬۱۳۸٬۰۰۰ تومان,,۱۳,True,True,True,,,,,
نارمک,۵۵,۱۳۸۰,۱,۴٬۶۰۰٬۰۰۰٬۰۰۰ تومان,۸۳٬۶۳۶٬۰۰۰ تومان,حقیقت,۴,True,True,,۲,تک‌برگ,شرقی,,"آسانسور,پارکینگ,انباری ندارد,بالکن,جنس کف سرامیک,سرویس بهداشتی فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
تهران‌سر,۱۲۴,۱۳۹۶,۳,۸٬۵۵۰٬۰۰۰٬۰۰۰ تومان,۶۸٬۹۵۲٬۰۰۰ تومان,,۳ از ۵,True,True,True,۲,تک‌برگ,جنوبی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
اختیاریه,۲۰۵,۱۳۹۰,۳,۴۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱۹۵٬۱۲۲٬۰۰۰ تومان,مسکن سیب,۲ از ۵,True,True,True,۲,تک‌برگ,جنوبی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش داکت اسپلیت"
زعفرانیه,۱۲۰,۱۳۸۸,۲,۲۴٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۲۰۰٬۰۰۰٬۰۰۰ تومان,مشاهير,۲ از ۵,True,True,True,۲,تک‌برگ,جنوبی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف پارکت چوب,سرویس بهداشتی فرنگی,سرمایش کولر گازی,گرمایش شوفاژ"
سعادت‌آباد,۷۰,۱۳۸۴,۲,۱۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱۴۲٬۸۵۷٬۰۰۰ تومان,املاک خانه نوین,۴ از ۴,True,True,True,۴,تک‌برگ,شمالی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
خلیج فارس,,,,۷۵۰٬۰۰۰٬۰۰۰ تومان,۲٬۴۹۲٬۰۰۰ تومان,,,,,,,,,,
امانیه,۱۲۱,۱۳۹۸,۲,۱۸٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۱۵۰٬۴۱۳٬۰۰۰ تومان,,۲,True,True,True,,,,,
سعادت‌آباد,۱۰۰,۱۳۸۵,۳,۱۴٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۱۴۵٬۰۰۰٬۰۰۰ تومان,یوتا,۴ از ۵,True,True,True,۴,تک‌برگ,شمالی,بازسازی شده,"آسانسور,پارکینگ,انباری,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
نیاوران,۲۶۵,۱۴۰۱,۳,۶۹٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۲۶۰٬۳۷۷٬۰۰۰ تومان,کلید,۷ از ۱۰,True,True,True,۱,تک‌برگ,جنوبی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش فن کوئل,گرمایش فن کوئل"
گیشا (کوی نصر),۱۲۲,۱۳۸۵,۳,۱۶٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۱۳۵٬۲۴۶٬۰۰۰ تومان,کارا,۶ از ۶,True,True,True,۳,تک‌برگ,شمالی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف پارکت لمینت,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
ستارخان,۸۵,۱۳۷۷,۲,۶٬۹۰۰٬۰۰۰٬۰۰۰ تومان,۸۱٬۱۷۶٬۰۰۰ تومان,املاک سعادت,۱,,True,True,,,,,
هروی,۱۲۰,۱۳۹۰,۳,۱۴٬۴۰۰٬۰۰۰٬۰۰۰ تومان,۱۲۰٬۰۰۰٬۰۰۰ تومان,شایگان,۴ از ۴,True,True,True,۱,تک‌برگ,جنوبی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
تهرانپارس غربی,۵۸,۱۳۸۷,۲,۵٬۶۰۰٬۰۰۰٬۰۰۰ تومان,۹۶٬۵۵۲٬۰۰۰ تومان,آینده,۲ از ۵,True,True,True,۲,تک‌برگ,جنوبی,,"آسانسور,پارکینگ,انباری,بالکن ندارد,جنس کف سرامیک,سرویس بهداشتی ایرانی,سرمایش کولر آبی,گرمایش شوفاژ"
زعفرانیه,۲۴۰,۱۴۰۱,۳,۵۲٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۲۱۶٬۶۶۷٬۰۰۰ تومان,دیپلمات زعفرانیه,۷ از ۱۱,True,True,True,۲,تک‌برگ,جنوبی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش فن کوئل,گرمایش فن کوئل"
شهرک غرب,۱۵۵,۱۳۷۳,۳,۲۲٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱۴۱٬۹۳۵٬۰۰۰ تومان,,۲ از ۴,True,True,True,۲,تک‌برگ,شمالی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف پارکت لمینت,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
چیتگر,۵۰,۱۴۰۲,بدون اتاق,۱٬۱۴۰٬۰۰۰٬۰۰۰ تومان,۲۲٬۸۰۰٬۰۰۰ تومان,گروه مشاورین املاک صبا,۷,True,True,True,,,,,
شهرک فردوس,۵۰,۱۳۹۱,۱,۲٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۵۶٬۰۰۰٬۰۰۰ تومان,,۱,True,True,True,,,,,"آسانسور,پارکینگ,انباری,بالکن ندارد,جنس کف پارکت چوب,سرویس بهداشتی ایرانی"
شهرک غرب,۱۳۵,۱۳۸۷,۳,۲۸٬۳۵۰٬۰۰۰٬۰۰۰ تومان,۲۱۰٬۰۰۰٬۰۰۰ تومان,,۸ از ۲۳,True,True,True,۴,تک‌برگ,شمالی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن ندارد,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش فن کوئل,گرمایش فن کوئل"
فرمانیه,۱۳۵,۱۳۸۹,۲,۱۷٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۱۲۹٬۶۳۰٬۰۰۰ تومان,,۲,True,True,True,,,,,
هاشمی,۶۸,۱۴۰۱,۲,۴٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۷۰٬۵۸۸٬۰۰۰ تومان,گروه املاک کارو پلاس,۱ از ۶,True,True,True,۲,,,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
دیلمان,۷۰,۱۳۹۹,۲,۱٬۸۵۰٬۰۰۰٬۰۰۰ تومان,۲۶٬۴۲۹٬۰۰۰ تومان,🛑(آینده)  🛑(کهریزک درشهرری) باقرشهر،تهران،ری,۲,True,True,True,,,,,
نیاوران,,,,۴۰۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۲۶۶٬۶۶۷٬۰۰۰ تومان,,,,,,,,,,
هروی,۱۶۱,۱۴۰۲,۳,۲۴٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱۴۹٬۰۶۸٬۰۰۰ تومان,املاک بزرگ ماکان,۳ از ۵,True,True,True,۳,تک‌برگ,جنوبی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش داکت اسپلیت"
یوسف‌آباد,۱۳۶,۱۳۸۸,۳,۱۶٬۶۰۰٬۰۰۰٬۰۰۰ تومان,۱۲۲٬۰۵۹٬۰۰۰ تومان,آلما۲۰۲,۴ از ۵,True,True,True,۲,تک‌برگ,شمالی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
اختیاریه,۱۰۰,۱۳۹۶,۳,۱۴٬۹۹۰٬۰۰۰٬۰۰۰ تومان,۱۴۹٬۹۰۰٬۰۰۰ تومان,ملکپرداز    *کانون اطلاعات ملکی*,۴ از ۴,True,True,True,۱,تک‌برگ,,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش داکت اسپلیت"
بهار,۷۴,قبل از ۱۳۷۰,۲,۵٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۷۴٬۳۲۴٬۰۰۰ تومان,,زیرهمکف,,,True,,,,,
شهر زیبا,۸۴,۱۳۹۲,۲,۶٬۴۰۰٬۰۰۰٬۰۰۰ تومان,۷۶٬۱۹۰٬۰۰۰ تومان,گروه بزرگ والیان,۱ از ۵,True,True,True,۱,تک‌برگ,جنوبی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
علی‌آباد,۷۹,۱۳۸۲,۲,۳٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۳۷٬۹۷۵٬۰۰۰ تومان,,۴,,,True,,,,,
قیطریه,۱۲۲,۱۳۹۹,۳,۱۹٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱۵۵٬۷۳۸٬۰۰۰ تومان,,۱,True,True,True,,,,,
شهران شمالی,۱۲۶,۱۳۹۹,۲,۱۰٬۶۵۰٬۰۰۰٬۰۰۰ تومان,۸۴٬۵۲۴٬۰۰۰ تومان,املاک بزرگ آرکا,۳ از ۵,True,True,True,۲,تک‌برگ,جنوبی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر گازی,گرمایش از کف"
بریانک,۶۹,۱۳۸۰,۲,۳٬۳۰۰٬۰۰۰٬۰۰۰ تومان,۴۷٬۸۲۶٬۰۰۰ تومان,گروه مشاورین املاک سران شعبه ٢,۳,True,True,True,,,,,
پیروزی,۵۰,۱۳۸۱,۱,۲٬۶۸۰٬۰۰۰٬۰۰۰ تومان,۵۳٬۶۰۰٬۰۰۰ تومان,,۴ از ۴,,,True,۱,تک‌برگ,شمالی,بازسازی شده,"آسانسور ندارد,پارکینگ ندارد,انباری,بالکن ندارد,جنس کف سرامیک,سرویس بهداشتی فرنگی,سرمایش کولر آبی,گرمایش بخاری"
استاد معین,۸۵,۱۳۹۲,۲,۵٬۳۰۰٬۰۰۰٬۰۰۰ تومان,۶۲٬۳۵۳٬۰۰۰ تومان,مسکن پدیده دامپزشکی,۴ از ۴,True,True,True,۴,تک‌برگ,جنوبی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
سلسبیل,۴۳,۱۳۸۸,۱,۳٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۶۹٬۷۶۷٬۰۰۰ تومان,گروه مشاورین املاک سران شعبه ٢,۱,,True,True,,,,,
گیشا (کوی نصر),۷۶,۱۳۸۶,۲,۱۰٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۱۳۸٬۱۵۸٬۰۰۰ تومان,,۵,True,True,True,,,,,
ظفر,۵۶,۱۳۹۷,۱,۸٬۹۰۰٬۰۰۰٬۰۰۰ تومان,۱۵۸٬۹۲۹٬۰۰۰ تومان,آرش,۱,True,True,True,,,,,
یوسف‌آباد,۱۴۵,۱۳۸۸,۳,۱۵٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۱۰۴٬۸۲۸٬۰۰۰ تومان,آلما۲۰۲,۱ از ۵,True,True,True,۱,تک‌برگ,شمالی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
