district_name,real_estate_type,real_estate_area,total_rooms,number_of_parking,real_estate_age,price,facilities,floor
سلسبیل(رودکی),آپارتمان,60,1,1,15,2620000000,"انباری,بالکن,نورپردازی",
جنت آباد جنوبی,آپارتمان,95,2,1,11,10700000000,"آسانسور,انباری,بالکن,اعلام حریق,اطفا حریق,پارکینگ مهمان,نورپردازی",2
هاشمی,آپارتمان,50,1,1,4,2220000000,"آسانسور,انباری,بالکن,اعلام حریق,اطفا حریق,نورپردازی",1
جیحون,آپارتمان,62,1,1,7,2750000000,"آسانسور,انباری,بالکن,اعلام حریق,اطفا حریق,نورپردازی",1
جیحون,آپارتمان,60,1,1,5,2620000000,"آسانسور,انباری,بالکن,اعلام حریق,اطفا حریق,نورپردازی",1
جنت آباد جنوبی,آپارتمان,73,2,1,12,7500000000,"آسانسور,انباری,بالکن,اعلام حریق,اطفا حریق,پارکینگ مهمان,نورپردازی",2
بلوار فردوس,آپارتمان,59,1,1,18,4700000000,"انباری,بالکن",1
چیتگر,آپارتمان,150,3,1,0,1200000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,سالن اجتماعات,لابی,استخر,سونا,جکوزی,روف گاردن,اعلام حریق,اطفا حریق,آبنما,لابی من,پارکینگ مهمان,نورپردازی,باشگاه,آلاچیق,جاروبرقی مرکزی,اتاق مستر,پاسیو",3
جنت آباد جنوبی,آپارتمان,93,2,1,12,10200000000,"آسانسور,انباری,بالکن,اعلام حریق,اطفا حریق,آبنما,پارکینگ مهمان,نورپردازی",2
سازمان برنامه جنوبی,آپارتمان,80,2,1,18,6000000000,"انباری,بالکن",2
بلوار فردوس,آپارتمان,77,1,1,18,6900000000,"آسانسور,انباری",1
بلوار فردوس,آپارتمان,53,1,1,18,5000000000,"آسانسور,انباری,بالکن",1
باغ فیض,آپارتمان,68,2,2,18,6000000000,,
اباذر,آپارتمان,59,1,1,22,5300000000,"انباری,اتاق مستر",1
شهرزیبا,آپارتمان,70,2,1,2,5800000000,"انباری,بالکن",2
بریانک,آپارتمان,51,2,0,24,2390000000,,
بلوار فردوس,آپارتمان,100,2,1,17,توافقی,"آسانسور,انباری,بالکن",2
مهرآباد,آپارتمان,74,2,1,18,3700000000,"انباری,بالکن",2
آذربایجان,آپارتمان,63,2,1,1,4500000000,"آسانسور,انباری,بالکن,اتاق مستر",2
مرزداران,آپارتمان,99,2,1,12,11900000000,"آسانسور,انباری,بالکن,نورپردازی,اتاق مستر,پاسیو",2
جنت آباد مرکزی,آپارتمان,80,2,2,11,9500000000,"آسانسور,انباری,بالکن",2
سعادت آباد,آپارتمان,130,3,1,17,17000000000,"آسانسور,انباری",3
بلوار فردوس,آپارتمان,129,3,1,7,14700000000,"آسانسور,انباری,بالکن",3
بلوار فردوس,آپارتمان,163,3,2,0,22200000000,"آسانسور,انباری,بالکن,سرایداری",3
بریانک,آپارتمان,42,1,0,22,2150000000,,1
بریانک,آپارتمان,41,1,0,14,2350000000,,1
بریانک,آپارتمان,43,1,0,19,2420000000,,1
بریانک,آپارتمان,50,1,0,22,2500000000,,1
بریانک,آپارتمان,56,1,0,22,توافقی,,1
بریانک,آپارتمان,45,1,0,19,2350000000,,1
بریانک,آپارتمان,46,1,0,22,2300000000,,1
بریانک,آپارتمان,42,1,0,22,2450000000,,1
بریانک,آپارتمان,45,1,0,1401,2350000000,,
رستم آباد و اختیاریه,آپارتمان,1402,,2,1399,47000000000,"آسانسور,انباری,بالکن,سرایداری,سالن اجتماعات,لابی,استخر,سونا,جکوزی,روف گاردن,اتاق مستر",
بلوار فردوس,آپارتمان,50,1,1,2,4800000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی",1
نیاوران,آپارتمان,150,3,2,0,39000000000,"آسانسور,انباری,بالکن,سرایداری,سالن اجتماعات,لابی,استخر,سونا,جکوزی,لابی من,اتاق مستر",3
بلوار فردوس,آپارتمان,55,1,1,18,5900000000,"آسانسور,انباری,بالکن",1
رستم آباد و اختیاریه,آپارتمان,250,3,3,0,50000000000,"آسانسور,بالکن,سرایداری,سالن اجتماعات,لابی,روف گاردن,اتاق مستر",3
فرمانیه,آپارتمان,333,4,2,10,72250000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,سالن اجتماعات,لابی,استخر,سونا,جکوزی,روف گاردن,اعلام حریق,اطفا حریق,آبنما,لابی من,نورپردازی",4
فرمانیه,آپارتمان,333,4,2,10,72250000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,سالن اجتماعات,لابی,استخر,جکوزی,روف گاردن,آبنما,لابی من,نورپردازی",4
فرمانیه,آپارتمان,726,5,3,10,203280000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,سالن اجتماعات,لابی,استخر,سونا,جکوزی,روف گاردن,اطفا حریق,آبنما,لابی من,نورپردازی",5
کامرانیه,آپارتمان,254,3,1,9,50800000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,سالن اجتماعات,لابی,استخر,سونا,جکوزی,اعلام حریق,آبنما,نورپردازی,آلاچیق",3
فرمانیه,آپارتمان,207,3,1,17,28980000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,سالن اجتماعات,لابی,استخر,سونا,جکوزی,روف گاردن,اعلام حریق,لابی من",3
قیطریه,آپارتمان,87,2,1,10,10500000000,"آسانسور,انباری,بالکن,سرایداری,لابی",
فرمانیه,آپارتمان,190,3,1,1,72000000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,سالن اجتماعات,لابی,استخر,سونا,جکوزی,روف گاردن,اعلام حریق,لابی من",3
کامرانیه,آپارتمان,330,4,2,1,132000000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,سالن اجتماعات,لابی,استخر,سونا,جکوزی,روف گاردن,اعلام حریق,اطفا حریق,آبنما,لابی من,نورپردازی,باشگاه,جاروبرقی مرکزی",4
شهرک غرب,آپارتمان,160,3,3,22,21000000000,"آسانسور,انباری,بالکن",3
قیطریه,آپارتمان,210,4,1,10,25000000000,"آسانسور,انباری,بالکن,سرایداری,لابی",
قیطریه,آپارتمان,94,2,1,10,11700000000,"آسانسور,انباری,بالکن,سرایداری,لابی",
شهر ری,آپارتمان,66,2,0,16,2600000000,نگهبانی,2
جردن,آپارتمان,130,3,2,6,16000000000,"آسانسور,انباری,بالکن,نگهبانی,لابی,اتاق مستر,پاسیو",3
سعادت آباد,آپارتمان,200,3,2,13,34000000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,سالن اجتماعات,لابی,استخر,سونا,جکوزی",3
بلوار فردوس,آپارتمان,70,2,1,16,6700000000,"آسانسور,انباری,بالکن",
ظفر,آپارتمان,100,2,1,12,13000000000,انباری,2
جردن,آپارتمان,175,3,1,20,23500000000,"آسانسور,انباری,بالکن,سرایداری",3
جردن,آپارتمان,190,3,1,16,27000000000,"آسانسور,انباری,بالکن,سرایداری,پاسیو",3
زعفرانیه,آپارتمان,155,2,0,22,28000000000,"آسانسور,انباری,بالکن",2
جردن,آپارتمان,121,2,1,0,22000000000,"آسانسور,انباری,بالکن",2
جردن,آپارتمان,120,3,1,17,13000000000,"آسانسور,انباری,بالکن,سرایداری",3
سعادت آباد,آپارتمان,125,3,1,17,16700000000,"آسانسور,انباری,بالکن,سالن اجتماعات",3
سعادت آباد,آپارتمان,110,2,1,17,11700000000,"انباری,بالکن",2
سعادت آباد,آپارتمان,125,3,1,17,16700000000,"آسانسور,انباری,بالکن",3
شهرک غرب,آپارتمان,135,3,1,6,25000000000,"آسانسور,انباری,بالکن,اعلام حریق,اطفا حریق",3
بهجت آباد,آپارتمان,115,2,1,1,15600000000,"آسانسور,سرایداری,لابی,جکوزی",2
فاطمی,آپارتمان,165,3,2,5,21000000000,"آسانسور,انباری,بالکن",3
یوسف آباد,آپارتمان,108,2,1,22,14500000000,"آسانسور,انباری,بالکن",2
پونک,آپارتمان,84,2,1,8,11350000000,,2
دریاچه خلیج فارس,آپارتمان,98,2,1,2,9500000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,سالن اجتماعات,لابی,روف گاردن,اعلام حریق,اطفا حریق,آبنما,لابی من,پارکینگ مهمان,اتاق مستر",2
آجودانیه,آپارتمان,200,4,3,14,32000000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,سالن اجتماعات,لابی,استخر,سونا,جکوزی,روف گاردن,اعلام حریق,اطفا حریق,آبنما,لابی من,پارکینگ مهمان,نورپردازی,باشگاه",4
شهرک غرب,آپارتمان,160,3,3,22,23000000000,"آسانسور,انباری,بالکن",3
دریاچه خلیج فارس,آپارتمان,122,3,1,11,11000000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,سالن اجتماعات,لابی,اعلام حریق,اطفا حریق,آبنما,لابی من,پارکینگ مهمان,نورپردازی,باشگاه,آلاچیق",3
آجودانیه,آپارتمان,230,4,2,2,63000000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,سالن اجتماعات,لابی,استخر,سونا,جکوزی,روف گاردن,اعلام حریق,اطفا حریق",4
شاهین,آپارتمان,120,2,2,2,9400000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,سالن اجتماعات,لابی,اعلام حریق,اطفا حریق,لابی من,پارکینگ مهمان,نورپردازی",2
بلوار فردوس,آپارتمان,216,3,2,1,35000000000,"آسانسور,انباری,بالکن,لابی,اعلام حریق,اطفا حریق,نورپردازی,اتاق مستر",3
شهرک غرب,آپارتمان,844,3,2,19,64000000000,"انباری,بالکن,سرایداری,نگهبانی,سونا,جکوزی,اعلام حریق,اطفا حریق,آبنما,پارکینگ مهمان,نورپردازی,آلاچیق,اتاق مستر,پاسیو",3
شهرک غرب,آپارتمان,160,3,2,25,20500000000,"آسانسور,انباری,بالکن,نگهبانی,استخر,جکوزی,روف گاردن,اعلام حریق,اطفا حریق,آبنما,پارکینگ مهمان,نورپردازی,آلاچیق,اتاق مستر,پاسیو",3
پونک,آپارتمان,80,2,1,27,9600000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,پاسیو",2
بلوار فردوس,آپارتمان,74,2,1,18,6500000000,"آسانسور,انباری,بالکن",2
شهرک غرب,آپارتمان,160,3,2,26,21000000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,لابی,جکوزی,اعلام حریق,اطفا حریق,آبنما,پارکینگ مهمان,نورپردازی,آلاچیق,اتاق مستر,پاسیو",3
شهرک غرب,آپارتمان,125,2,1,27,20000000000,,2
جردن,آپارتمان,120,2,0,17,14000000000,"آسانسور,انباری,بالکن,سرایداری,لابی",
شهرک غرب,آپارتمان,178,3,2,13,52000000000,"آسانسور,انباری,بالکن,اتاق مستر",3
چیتگر,آپارتمان,1402,30,1,1400,6350000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,سالن اجتماعات,لابی,روف گاردن,اعلام حریق,اطفا حریق,آبنما,لابی من,اتاق مستر",
اندرزگو,آپارتمان,150,2,1,30,24500000000,"استخر,سونا,جکوزی,اتاق مستر",2
شهرک غرب,آپارتمان,225,1,0,22,50000000000,,
دریاچه خلیج فارس,آپارتمان,170,2,1,1,13100000000,"آسانسور,انباری,بالکن,نگهبانی,سالن اجتماعات,لابی,اعلام حریق,اطفا حریق,آبنما,لابی من,پارکینگ مهمان,نورپردازی,آلاچیق",2
ونک,آپارتمان,1377,,1,1400,10925000000,"انباری,بالکن",
بلوار فردوس,آپارتمان,60,2,1,18,4900000000,"انباری,بالکن",2
آذربایجان,آپارتمان,54,1,1,14,3360000000,"انباری,بالکن",1
آذربایجان,آپارتمان,50,1,1,3,3200000000,"آسانسور,انباری,بالکن",1
آذربایجان,آپارتمان,57,1,1,6,3200000000,"آسانسور,انباری,بالکن",1
آذربایجان,آپارتمان,50,1,1,8,3200000000,"آسانسور,انباری,بالکن",1
فرمانیه,آپارتمان,155,3,2,1,38500000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,سالن اجتماعات,لابی,استخر,سونا,جکوزی,روف گاردن,اتاق مستر,پاسیو",3
آذربایجان,آپارتمان,40,1,1,12,2800000000,"انباری,بالکن",1
میرداماد,آپارتمان,128,2,1,21,13000000000,"آسانسور,انباری",2
میرداماد,آپارتمان,95,2,1,17,11700000000,"آسانسور,انباری,پاسیو",2
کامرانیه,آپارتمان,500,5,3,0,164000000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,سالن اجتماعات,لابی,استخر,سونا,جکوزی,روف گاردن,اتاق مستر",5
بلوار فردوس,آپارتمان,70,1,1,15,6700000000,"آسانسور,انباری,بالکن",
بلوار فردوس,آپارتمان,75,1,1,16,7200000000,"انباری,بالکن,پارکینگ مهمان",
جردن,آپارتمان,192,2,1,30,22080000000,"آسانسور,انباری,بالکن",2
فرمانیه,آپارتمان,412,4,3,10,94760000000,"آسانسور,انباری,بالکن,سرایداری,نگهبانی,سالن اجتماعات,لابی,استخر,سونا,جکوزی,روف گاردن,اعلام حریق,اطفا حریق,آبنما,نورپردازی",4
